Subject,z_latents_batch,ASD,HSD,HSD95,DSC,Err_Vol_CM3,Err_Vol_Percent,fold,source
['sujet6_rf_fort'],"Parameter containing: tensor([[-0.8486, -1.0147,  1.7590,  2.0474, -1.6853, -0.3655,  1.3645, -0.1468, -1.1381, -0.6573,  0.2758,  0.2969,  0.5857,  1.4330,  0.5923,  1.4582, -0.4428,  2.1771,  0.9660, -0.6047, -0.8026, -0.8203,  0.8106, -0.7380, 1.0767, -0.7927,  0.6173, -0.3756,  1.8418,  0.4592,  0.5381,  1.3254, -0.1727, -1.8835,  1.2467,  0.8810,  0.8134,  0.9408,  0.7569, -1.3805, -1.0246,  0.5048,  0.1609, -0.0648, -0.8419,  0.9961,  0.6321,  0.7014, -0.7828, -1.3520, -0.1926, -0.5993,  0.4446,  0.4183,  0.9275,  0.9269, 0.4060,  0.2165, -0.5871,  0.0674, -0.8892,  0.5605, -0.9044,  0.3294, -0.9104,  0.2952,  0.4127, -1.6227, -0.3009,  0.3786,  0.9214,  0.0369, 0.1631, -1.2879, -0.1861, -0.8451,  0.7834, -0.1855, -0.2985, -0.2178, -0.5216,  0.9323,  1.0290, -1.1814, -0.9004, -0.3233,  0.5886, -0.4364, -0.6335, -0.8176,  1.6019, -0.6046,  0.1192,  0.5669,  0.2535,  0.0559, 0.3774,  0.3533, -1.9850, -1.1404,  0.9186, -1.8399, -0.5508, -0.4415, -0.4043, -0.2727, -0.9709, -1.6442,  1.1243, -0.4573, -1.5949,  0.5005, 0.9364, -1.1938, -0.3125, -0.3463,  0.7402, -0.6350, -1.3541, -1.2336, -0.3470,  0.4872,  0.8497,  1.4932, -0.6549, -0.7729,  1.3122,  0.2188]], device='cuda:0', requires_grad=True) tensor([ 82,  62, 174]) tensor([ 82,  62, 174]) Batch prediction time: 149.5s labels_pred_cpu SHAPE (1, 1, 82, 62, 174) labels_gt_cpu SHAPE (1, 1, 82, 62, 174)",0.5618,7.998,2.2622,0.9395,0.6755,0.3744,3,Fold_3_Test_Set_healthy
['sujet6_rf_pad'],"Parameter containing: tensor([[ 2.7360, -1.8741, -0.0136, -0.1862,  0.4754,  0.3337, -0.4102,  0.1896, -0.4042, -0.6658, -1.2227,  0.3092, -0.5179,  0.0930,  0.4002,  0.7441, 0.2095,  1.1823,  0.4471, -1.6989, -0.2592, -0.8044,  0.7037,  0.4616, 0.5645, -0.6622,  2.2307, -0.8500,  0.0812, -0.8805,  0.7429,  1.0173, 0.8514, -0.8898,  1.8905,  0.1498, -0.8977,  1.1309,  0.0836, -0.4214, 0.3800, -0.3769,  1.3286, -2.0267, -0.4975,  0.6899,  0.2913, -0.8291, 0.5201, -1.2200, -0.4545,  1.1479,  1.3856, -0.3435,  0.6004, -1.1213, 1.0540, -0.7285,  0.2057, -0.6377, -1.4511,  0.2064, -0.0329, -1.5990, -0.6631, -0.0190,  1.1555, -0.5825,  1.1847,  0.0268, -0.7678, -0.6302, 0.1727,  0.6308,  0.1959,  1.1467, -0.8781, -0.6449, -1.6060, -0.4321, 0.0877,  0.5549,  0.3494, -0.9009,  0.4943, -0.2047,  0.4503, -0.2996, -0.4761,  1.1055,  0.7003,  0.8307,  1.0169,  0.1142, -0.3135, -0.0104, -0.2013,  0.6021, -0.0997,  1.5108, -0.0314,  0.2410,  0.0895,  0.8795, 0.9864,  0.0816, -0.6064, -0.5785,  2.1248,  0.7914, -0.2009,  1.1563, 0.0587, -0.3112,  0.7039,  0.4841, -0.2537, -0.1559, -0.0461,  0.2438, -0.3879,  0.9047,  1.0488,  0.0918, -0.7975, -0.7698, -0.5947,  0.5453]], device='cuda:0', requires_grad=True) tensor([ 80,  60, 189]) tensor([ 80,  60, 189]) Batch prediction time: 152.7s labels_pred_cpu SHAPE (1, 1, 80, 60, 189) labels_gt_cpu SHAPE (1, 1, 80, 60, 189)",0.351,5.1006,1.7002,0.959,0.0491,0.0254,3,Fold_3_Test_Set_healthy
['sujet7_rf_faible'],"Parameter containing: tensor([[-0.8306, -0.5500,  0.2471, -0.5250,  1.2150,  1.0908, -0.8025,  0.7396, 1.5854,  0.4814, -0.8041, -1.0978, -1.5194, -0.4569,  1.6897, -0.6517, -0.8560, -0.1938,  0.8471, -0.6997, -0.7259, -0.1417, -0.4854,  0.5558, 1.7741, -0.2755, -0.6938, -0.0428, -1.6046,  0.9096,  0.7745,  0.0223, 0.7495, -0.0259, -0.5235, -0.3762, -0.1312, -0.4239,  0.4980,  0.4440, -0.3420, -0.0683, -1.4331, -0.5704,  0.9828,  0.0944, -0.9959,  0.0717, -0.1875, -0.5900,  1.3593,  0.8092,  0.3132,  0.0990,  0.8191,  0.5526, 0.3703,  1.0715,  0.4162, -0.8170, -1.7040,  0.2160, -0.0336, -0.2289, 1.1986, -0.0244,  0.2665,  1.6980,  0.5586, -0.4435, -0.3033, -1.0159, 1.4056,  1.0566, -0.5511, -0.1081, -0.7824, -1.2267, -0.1448,  0.0082, -0.1101,  0.8840, -0.3457, -0.1955,  0.2124, -0.5655,  0.4401,  0.0391, 0.2214,  0.4892,  0.0706,  0.2566,  0.2504,  0.2428, -0.3678,  0.4714, 0.1553,  0.1623,  0.6865, -0.2686,  0.2556,  0.9847,  0.0472, -0.4502, -0.6298, -0.1797, -1.0256,  0.3144,  0.2889,  1.2593, -0.1622,  0.1443, -0.2579, -0.3201, -1.5915,  0.1384,  0.1511, -0.3720, -0.1779,  0.3618, -0.3213,  0.5582, -0.8970, -1.8926, -0.7898,  0.0720, -0.3525,  0.3967]], device='cuda:0', requires_grad=True) tensor([ 64,  66, 221]) tensor([ 64,  66, 221]) Batch prediction time: 157.5s labels_pred_cpu SHAPE (1, 1, 64, 66, 221) labels_gt_cpu SHAPE (1, 1, 64, 66, 221)",0.3183,5.9852,1.5996,0.9562,1.3018,0.8584,3,Fold_3_Test_Set_healthy
['sujet7_rf_fort'],"Parameter containing: tensor([[-1.1443, -0.6258,  0.5938, -0.6464,  1.3976,  1.2575, -0.1293,  0.1651, 0.7679,  0.1210, -1.2657, -0.3421, -2.4742, -0.6410,  1.2268, -0.2053, -0.6838, -0.6448,  0.2849, -1.0575, -0.2967,  0.0751, -0.8807,  0.0825, -0.7818,  0.0332, -0.3573, -0.8111, -0.3773,  0.0576,  0.4655, -0.0698, 1.0401, -0.7967,  1.0078, -0.1476, -0.0042,  0.8918,  0.9663,  0.2904, -0.1337, -1.1343,  1.0994, -0.5158,  0.2400, -0.2242,  0.7993, -0.3223, -0.4248, -0.7749, -0.0283,  0.9914,  0.6927, -0.2833,  0.2642, -0.6577, 0.5762,  0.0850, -0.4186,  0.7691, -0.3786,  0.4109, -0.7426, -0.0470, -0.1277, -0.6692,  0.3557,  0.8946,  0.4403, -0.5584, -0.0611,  0.8649, 1.0924,  0.2992, -0.0356,  0.4554, -0.0272, -0.4557, -0.3133, -0.1194, -0.1711,  0.3911, -1.2798, -1.1434,  1.8775,  0.2808,  0.7575, -0.4559, 0.2815, -0.0380,  0.4399,  0.3891, -1.1054,  0.1554, -0.6491,  1.1615, -0.6266, -0.2795, -0.3644,  1.4216,  0.9121,  1.0630,  0.3951,  0.8697, -0.3632, -0.5106, -0.7320, -0.4327,  0.0697,  1.1996,  0.1296,  0.1908, -1.0148,  0.0379, -0.4042,  0.3313, -0.0146, -0.9561, -0.9233,  0.3061, -0.4648,  0.3466,  0.4563, -0.1367, -0.7154, -0.5203, -1.0783,  0.5559]], device='cuda:0', requires_grad=True) tensor([ 72,  60, 230]) tensor([ 72,  60, 230]) Batch prediction time: 167.5s labels_pred_cpu SHAPE (1, 1, 72, 60, 230) labels_gt_cpu SHAPE (1, 1, 72, 60, 230)",0.2934,5.4083,1.5,0.9577,0.108,0.075,3,Fold_3_Test_Set_healthy
['sujet7_rf_pad'],"Parameter containing: tensor([[ 1.7191, -1.5744,  0.5097, -0.2785,  0.8078,  1.0649, -0.0156, -0.1599, 0.3503, -1.3626, -1.2102,  0.6708, -0.7248, -0.2460,  0.4623,  0.8541, -2.2266, -0.0249,  0.8934, -1.2273, -0.0135, -1.0493,  0.5129,  0.4172, 0.7204, -0.1519, -1.0988,  0.4021,  0.2356, -1.9082,  0.2115,  0.4236, 0.6129, -0.7921,  1.3016,  0.3212, -0.5773,  0.5341, -0.4827,  0.0133, -0.4622, -0.7046,  0.5124,  0.9753, -0.1246,  0.8413,  0.0568, -0.1239, 0.4490, -0.1603, -0.0098,  1.0572,  0.8993, -0.7365, -0.2679, -1.4056, 1.6961, -0.4959,  0.8174,  0.0790,  0.8007, -0.8155, -0.4074,  1.1185, -0.3905, -0.5080,  0.4160,  0.2915,  0.6991, -0.1335, -0.4763, -0.2942, 0.0982,  1.1551, -0.4254, -0.3977,  0.1979, -0.0806,  1.1799,  0.2585, 0.0477, -0.3202, -0.3373, -0.6499, -0.4792, -0.2855,  0.2448,  0.1442, -1.4138,  0.6009,  0.6724,  0.8655, -1.1951, -0.5260,  0.4663, -1.8639, 0.5243, -0.5243,  0.0832,  1.2680, -0.2567,  0.4556, -0.6382,  0.0388, -0.6187, -0.2990, -1.1326,  0.1520,  0.9380,  0.2256, -1.5223,  0.9473, -0.8397, -0.5781,  0.6986,  0.3050,  0.4483,  0.1400, -1.0693, -0.8337, -0.2785,  1.0367,  0.2741,  0.5384, -0.7272,  0.0785, -0.0576,  0.0302]], device='cuda:0', requires_grad=True) tensor([ 69,  64, 215]) tensor([ 69,  64, 215]) Batch prediction time: 160.0s labels_pred_cpu SHAPE (1, 1, 69, 64, 215) labels_gt_cpu SHAPE (1, 1, 69, 64, 215)",0.3079,6.5954,1.5996,0.9557,0.3684,0.2407,3,Fold_3_Test_Set_healthy
['al135_rf'],"Parameter containing: tensor([[-0.6711,  0.5490,  0.2127, -0.2412,  1.4032,  0.2065,  1.7484, -0.2128, -1.7174, -0.5943,  0.8935, -1.3655,  1.1026, -0.0094,  0.0553, -0.3206, -0.8021, -0.1574,  0.7297,  0.1479, -0.4183,  0.4076, -0.6073, -1.8819, -0.3363,  0.6279,  1.2239,  1.8296, -1.3853,  0.2626, -0.6866, -1.0088, 0.8784,  0.2850,  0.9040,  0.0044, -0.3063, -0.7133,  0.0851,  0.0598, -0.4936, -0.2619,  0.8457, -1.9582, -0.3285,  0.5915,  0.0870,  0.3329, -0.5361,  0.8869,  0.6015,  0.4313, -0.0985, -0.6781,  0.0109,  0.3936, 1.0758,  1.0446,  0.4544,  0.4233, -0.2337, -0.6664, -0.0470,  0.5754, -0.2093,  0.0597,  0.9171,  0.7438,  1.4203, -0.8288,  0.4198,  1.6768, 1.3667,  1.2348, -0.8239, -0.3841,  0.9403,  0.1888, -0.5534, -1.1304, -0.6590,  0.0953, -0.3567, -0.2650,  1.1591,  0.1617,  0.8681, -0.2760, 0.1771,  0.1668,  0.2553,  1.0109,  1.2940,  1.2229, -0.4173, -1.3429, 1.0508,  0.3746, -0.2080, -0.8978,  1.8003,  0.4843,  0.0923,  1.1498, -0.0909,  0.0534,  0.3726, -0.7158, -0.0680,  0.5250, -0.8358,  0.2778, -1.7122, -0.0481, -0.6032,  0.1916,  0.0266, -0.3288, -0.3587, -0.4657, 0.2225,  0.9466, -1.0549,  0.0623, -0.2896,  0.2388, -1.0710, -0.0243]], device='cuda:0', requires_grad=True) tensor([ 69,  61, 223]) tensor([ 69,  61, 223]) Batch prediction time: 158.7s labels_pred_cpu SHAPE (1, 1, 69, 61, 223) labels_gt_cpu SHAPE (1, 1, 69, 61, 223)",0.4444,7.998,1.5996,0.9187,0.217,0.2289,3,Fold_3_Test_Set_sarcopenia
['am112_rf'],"Parameter containing: tensor([[-0.5338,  0.3171,  1.1037,  0.2514, -0.5951,  0.9592,  0.8351,  0.5991, 0.2474,  0.8053,  1.0212, -1.1871,  0.7143, -0.0294, -0.2237,  0.0172, -0.3909,  0.6057,  0.0403, -1.1960, -0.2888,  0.8468,  1.3443,  0.0345, 0.5693, -0.7106, -1.3349,  0.4954,  0.3265,  1.0549,  0.7781, -0.4348, 0.6583,  0.7106, -1.3503, -0.7426,  0.4539,  0.1358,  0.9711, -0.7844, 1.1008, -0.1677, -0.6258, -0.6767, -1.8074, -0.1903,  0.2300,  1.8305, -0.1380,  2.7083,  0.3187,  0.4124, -0.0550,  1.4644,  0.3388,  0.2517, 0.6706,  1.3462,  0.5007, -1.9962, -1.1076,  0.9106,  0.0688, -0.6453, -1.1923,  0.2417,  0.9041,  1.2712,  0.0973,  0.4638,  0.4232,  0.5055, -0.1900, -0.9726, -0.3072, -1.4493,  0.6837, -1.3629, -0.9046,  1.4817, -0.3733, -1.1275,  0.0728, -0.1968, -0.5404,  0.3788,  0.2742, -0.6729, 1.1009,  0.1285, -0.7501, -0.6230, -0.7734, -0.2911, -0.1304,  0.4057, 0.4178,  0.4665, -0.1804, -1.0129,  0.3515,  1.0266, -1.4153,  0.1645, -0.3225, -0.5955, -0.1878,  0.9108,  0.0635, -1.1643, -0.2665,  0.8013, -2.3137, -0.4451, -0.2489,  0.7225,  0.6607, -1.1047,  0.0448,  1.3408, -0.0693, -0.8274, -0.5633, -0.9429,  1.0990,  0.3556,  1.2829,  0.1232]], device='cuda:0', requires_grad=True) tensor([ 67,  70, 217]) tensor([ 67,  70, 217]) Batch prediction time: 171.5s labels_pred_cpu SHAPE (1, 1, 67, 70, 217) labels_gt_cpu SHAPE (1, 1, 67, 70, 217)",0.3837,6.3615,1.7002,0.938,0.6781,0.5494,3,Fold_3_Test_Set_sarcopenia
['ba137_rf'],"Parameter containing: tensor([[ 0.1768,  1.7626, -0.7417, -0.2540,  0.3174, -0.3210, -0.6397,  0.4805, -0.5480,  0.1189, -1.4225, -1.3300, -0.1716,  0.0402,  0.4583,  1.2238, -0.4235,  0.0135,  0.8989, -0.7019,  1.1965, -0.3555, -0.2433, -0.5266, 0.3012, -0.0790, -1.1118,  1.2701,  0.5022, -0.8206, -0.3524, -0.3236, -0.2923,  0.5977,  0.0278, -0.1710,  0.3919,  0.4441, -0.8473,  1.7602, -1.0354, -0.9706,  0.9666,  0.2955, -0.6141,  0.0724,  0.3351, -0.2975, -0.5268, -0.1708,  1.5871, -0.0284, -0.9160,  1.2676,  0.1924,  0.5016, 0.3266,  0.3119, -0.0686,  1.3574, -0.4561,  0.3804, -0.9034, -0.8563, -0.3569,  1.7760,  0.9646,  1.2681,  0.7081, -0.3009,  0.5561,  0.7925, 0.7840, -0.0501,  0.6868, -1.7836,  0.4836, -0.0920,  1.4576,  0.4257, -0.0219, -0.9313, -0.4909, -0.1500, -0.9566, -1.3865, -0.5707, -0.1942, -1.7801, -0.1120,  1.3198, -0.4939, -0.2807,  0.4873, -0.1746,  1.0013, 0.1100, -0.0753, -0.1952,  0.8755,  1.6117, -0.3580, -0.4954,  0.1140, 0.6955,  0.1603, -0.7329, -0.0053,  0.4331, -0.1897, -0.9792, -0.3540, 0.5048, -0.5602, -0.5089, -0.0930,  0.0113,  1.0249,  0.1103,  1.0804, -0.6141,  0.2310, -1.0151, -0.4197, -0.0740,  0.1900, -0.7174,  0.5368]], device='cuda:0', requires_grad=True) tensor([ 68,  64, 211]) tensor([ 68,  64, 211]) Batch prediction time: 154.8s labels_pred_cpu SHAPE (1, 1, 68, 64, 211) labels_gt_cpu SHAPE (1, 1, 68, 64, 211)",0.3948,6.7866,1.5996,0.9261,0.7573,0.9387,3,Fold_3_Test_Set_sarcopenia
['bm103_rf'],"Parameter containing: tensor([[ 0.5136, -0.6039, -0.2917, -0.4573,  0.3754, -1.9850, -1.4569, -0.0788, 1.6034, -0.2561, -1.0251,  1.6454,  0.6482, -0.0325,  0.2134, -0.0500, -1.1813,  1.3056,  0.4691, -0.4733, -0.6248,  0.0753,  0.1810, -0.0288, -0.4517, -0.5046, -0.2151, -0.1774, -0.5618, -1.2732, -0.5731,  2.3858, 0.7041,  1.9601, -1.0714, -0.1222, -0.5613,  1.8134,  1.2610,  0.6293, -0.6838, -0.9810,  0.5217, -0.7896,  0.4258,  1.1390, -0.3604, -1.0185, 0.5231, -0.0050,  1.1800,  1.4318, -0.2124, -0.8001, -0.2964, -1.6855, 1.5241, -0.1689, -1.0509, -0.1443, -0.1730, -0.7057,  0.6632, -0.0879, -0.1305,  0.4940,  2.0188, -1.7731,  0.4264,  0.2512, -0.2585,  0.8821, -0.0934, -0.2826, -1.8247,  1.2844, -0.7152, -1.1059,  0.5163, -1.0604, -1.4085,  1.4390, -0.2694, -0.2410,  2.2687,  0.6875,  1.5268,  0.2942, -0.3754,  0.1929,  0.4626, -0.4504,  0.2908, -0.3145, -0.6556,  0.3377, 1.2784,  0.2640,  0.7239,  0.0332, -1.0410,  0.9363,  0.7304,  0.6324, 1.5573, -0.6754,  0.0934, -1.0597,  1.2862,  0.8719,  1.1688, -0.7122, -1.4984,  0.3945,  0.9219,  0.5340,  1.2325, -0.8660, -0.1834,  0.9726, -0.6587,  0.4098, -0.5835,  0.9811,  0.5905, -0.8996, -0.2872,  0.1311]], device='cuda:0', requires_grad=True) tensor([ 78,  63, 203]) tensor([ 78,  63, 203]) Batch prediction time: 168.0s labels_pred_cpu SHAPE (1, 1, 78, 63, 203) labels_gt_cpu SHAPE (1, 1, 78, 63, 203)",0.4569,7.5,2.1213,0.9101,0.7425,1.5018,3,Fold_3_Test_Set_sarcopenia
['cy164_rf'],"Parameter containing: tensor([[ 9.3813e-01, -1.5279e-03,  5.7968e-01, -9.0673e-01,  1.0041e+00, 7.3854e-01, -1.9317e+00,  1.5463e-01, -3.0717e-01,  4.1147e-01, -1.3585e+00,  2.2256e-01, -2.3215e-01, -7.3827e-01,  6.9181e-01, 7.4626e-02, -1.0499e+00, -1.7692e-01,  5.4929e-01, -6.0248e-01, -6.9344e-01,  2.8212e-02,  3.8721e-01, -8.4738e-01,  9.5478e-01, -6.8313e-01, -1.7483e-01, -6.1456e-01, -8.8011e-01, -1.7241e-01, 1.8780e-01,  3.4435e-01,  6.6986e-01,  3.9851e-01, -2.4493e+00, 2.9667e-01, -1.1843e+00, -3.7742e-02, -8.9632e-01, -6.1023e-01, -9.5796e-01, -1.0462e+00,  1.6566e+00, -1.2079e+00, -5.2701e-02, -2.7654e-01,  7.2087e-01, -9.1211e-01, -1.2149e+00, -9.1901e-01, 1.2178e-02,  1.9857e-01,  1.2227e-01, -6.6490e-01,  8.2240e-01, 9.4576e-01,  6.2306e-01, -8.2867e-02,  8.8789e-02, -8.3835e-01, -7.8239e-01,  2.2113e-01, -3.7133e-01, -4.0505e-01, -2.3914e-01, 6.6995e-01,  1.1472e+00, -1.3588e+00,  6.4087e-01, -9.3653e-01, -7.0575e-01,  1.2167e+00,  3.3473e-01, -9.2680e-01,  4.9548e-01, -2.7418e-01,  4.3677e-01, -6.5801e-01, -4.0716e-01, -3.2133e-01, -2.3433e-01,  9.2275e-01,  1.3892e-02, -1.1329e-02,  9.0041e-01, -1.2587e+00,  1.3395e+00, -2.3617e-01,  4.7966e-02, -3.8737e-01, 9.0993e-01,  2.8189e-01,  9.6707e-01,  6.9699e-01,  3.1931e-01, 7.8379e-01,  3.9886e-01, -2.9892e-01,  1.5855e-01, -5.5572e-01, 9.2798e-01,  3.8834e-01,  1.2274e-01,  7.8013e-01, -9.9713e-01, -1.3222e-01, -2.4288e-01, -2.8436e-02,  4.1656e-01,  6.9187e-01, 5.4837e-02,  3.5368e-01, -9.5946e-02, -2.7530e-01, -2.9731e-01, -5.0083e-02,  5.8763e-01, -3.8866e-01, -1.2957e-01,  9.4874e-01, -4.2771e-01, -1.2172e-01, -2.5780e-01, -3.0123e-02, -8.6153e-01, 8.9912e-01,  1.0581e-01,  7.2222e-01]], device='cuda:0', requires_grad=True) tensor([ 74,  61, 225]) tensor([ 74,  61, 225]) Batch prediction time: 171.4s labels_pred_cpu SHAPE (1, 1, 74, 61, 225) labels_gt_cpu SHAPE (1, 1, 74, 61, 225)",0.3381,6.7082,1.5,0.9498,0.6784,0.5957,3,Fold_3_Test_Set_sarcopenia
['di154_rf'],"Parameter containing: tensor([[-1.3564e+00, -1.5596e-01,  1.0231e+00, -3.5584e-01, -2.1642e-01, 6.3607e-01,  1.9207e+00, -1.9763e-04,  3.9829e-01, -4.7676e-01, -4.4076e-01,  1.0939e+00,  9.2744e-01, -1.1762e+00,  5.5495e-01, 3.9280e-01, -1.7818e-01,  3.5080e-01,  5.3162e-01,  5.8296e-01, 8.6149e-01, -1.0206e+00, -5.7177e-01,  2.3806e-01, -2.7721e-01, -7.7031e-01, -3.9920e-01, -8.0952e-01,  2.0324e+00, -1.1498e-01, -5.9280e-01, -1.3485e-02,  5.8361e-01,  5.5847e-01, -4.1060e-01, 8.5996e-01, -2.8069e-02,  1.5846e+00,  1.1010e+00, -3.5320e-01, -7.3874e-01, -2.4038e-01, -5.5119e-01, -1.2824e+00,  7.5419e-01, -7.9947e-01, -9.9151e-01,  1.6986e-01, -4.0807e-01, -2.3252e+00, 5.3580e-01,  9.0655e-01,  8.1515e-01, -1.0654e+00,  3.0262e-01, -7.4870e-01,  8.6515e-01,  7.4638e-02, -4.4690e-01,  7.1509e-01, -2.6955e-01, -1.7032e-01,  6.8496e-01, -2.6992e-01, -9.2735e-01, 1.6545e+00, -8.7633e-02,  2.3823e-01,  2.5019e-01, -2.7752e-01, -2.9412e-01, -1.1125e+00, -6.2453e-01,  1.1444e+00, -5.4619e-02, 8.8893e-01,  6.7573e-01,  7.9379e-01,  3.7335e-01,  3.9902e-01, 6.1031e-01,  1.5326e+00, -1.1624e-01, -6.7011e-01,  1.2840e+00, -6.9609e-01,  5.9279e-01,  7.5787e-01, -2.7482e-01, -4.3054e-01, 3.1108e-01,  2.1196e+00, -4.9909e-01,  3.1909e-01, -3.4663e-01, 2.1089e-01, -1.7041e-01, -1.5905e-01, -1.2465e-01,  9.8167e-01, -6.0304e-01, -5.4255e-01, -3.8425e-01, -1.7570e-01, -7.1141e-02, -4.4231e-01, -1.3437e+00, -2.5574e-02,  1.2357e+00,  5.7250e-02, -1.3312e-01, -1.1590e-01, -1.0040e+00, -3.3406e-01,  1.7606e+00, 7.7120e-01, -4.7049e-01, -2.2114e+00, -3.7401e-01, -6.4265e-01, -3.4508e-01,  9.2847e-01,  1.3670e+00,  1.7963e-01, -6.2461e-01, 3.4046e-01,  3.8854e-01, -3.8080e-01]], device='cuda:0', requires_grad=True) tensor([ 77,  69, 197]) tensor([ 77,  69, 197]) Batch prediction time: 175.9s labels_pred_cpu SHAPE (1, 1, 77, 69, 197) labels_gt_cpu SHAPE (1, 1, 77, 69, 197)",0.4952,12.4938,2.4044,0.9236,0.9779,0.9695,3,Fold_3_Test_Set_sarcopenia
['dp172_rf'],"Parameter containing: tensor([[-0.1504,  0.7636,  0.4194, -0.4545, -0.5773,  1.0174,  1.7491,  0.7455, -1.4432,  0.8883,  0.7475,  0.2138,  0.5500, -0.7598,  0.3233,  0.7174, -0.8241,  0.0064, -0.2686,  0.8964,  1.4164,  0.1599,  0.1901, -0.0560, 0.5377, -0.3409,  1.2430, -0.7489, -1.0217,  0.1910, -0.1037, -1.1356, 0.5907,  0.3441,  0.2330,  0.6284,  0.0102,  1.1742, -0.9470, -0.2925, -0.6874, -0.0450,  0.9560,  0.1534, -0.4235, -0.0784, -0.2111, -0.7448, -0.8012, -0.1687,  0.9217,  1.3523,  0.3012, -1.6767,  0.9734,  0.4554, 0.0755, -0.6651, -0.4790,  1.1155, -0.6404,  0.6718, -0.4117,  0.5918, 0.0680,  1.1113, -0.5981,  0.3191,  0.2217, -0.8425, -0.4234,  0.2647, 0.6802,  1.7546, -1.0656,  0.4689,  0.0276, -0.8262, -0.4653, -0.3776, -0.5510,  0.3819,  0.5899,  1.6662, -0.2521,  0.2415,  1.0129,  1.5273, -1.4696, -0.8108, -0.1867, -0.1819,  0.0650, -0.4709, -0.7917,  1.1592, 0.2075, -0.7168, -0.0604, -0.0223,  0.2742,  0.2947, -0.3127,  1.4983, -1.0370, -0.0917, -1.1787,  0.2715, -0.2329, -0.9407, -0.1039,  0.6296, -0.4468, -0.5647,  0.6682,  0.2204, -0.5607,  1.2827,  0.0322,  0.6997, -0.3867, -0.1933, -1.6382, -0.5160, -0.2273, -0.0261,  1.0870,  0.2457]], device='cuda:0', requires_grad=True) tensor([ 75,  65, 221]) tensor([ 75,  65, 221]) Batch prediction time: 182.1s labels_pred_cpu SHAPE (1, 1, 75, 65, 221) labels_gt_cpu SHAPE (1, 1, 75, 65, 221)",0.332,16.225,1.5,0.9415,0.6176,0.887,3,Fold_3_Test_Set_sarcopenia
['dr160_rf'],"Parameter containing: tensor([[ 0.3112,  0.5310, -0.0243, -0.9245, -0.1739,  0.5848, -0.0893,  0.8348, -1.3112,  1.2775, -0.3584,  0.0656,  0.2434,  1.2011,  0.5191,  1.2751, -0.3176, -0.4514,  1.1207, -0.0422, -0.3146,  0.3225,  0.9947,  0.8058, 1.6439, -0.4099, -1.1234,  0.4644,  0.5948,  0.6532,  0.1561, -0.0807, -0.1302, -0.0728,  0.1416,  0.7974, -1.1051,  0.4620, -0.0758, -0.4318, -0.8225, -1.4954, -1.3814,  0.0643, -0.4190,  1.6148,  0.1765, -1.0960, -0.7827,  0.5791, -0.6109,  0.3951,  0.2148, -0.1768,  0.0263,  0.7714, 0.7199,  0.5556, -0.4516, -0.1962, -1.0851,  0.4237, -0.3792, -1.1117, 1.0410,  0.4773,  1.6128,  0.5502, -0.6056, -0.4446,  0.2971,  0.0934, -0.7623,  0.0291,  1.2133, -1.6116,  0.8243,  1.8683,  0.0539,  2.1933, -0.4209,  0.8281, -0.0898, -0.0183, -0.3182,  0.3848,  0.5877, -0.4067, 0.5295,  1.0686,  0.1817, -0.5516, -0.3422,  0.2327, -0.4125, -0.1884, 0.6486,  0.9292,  0.6958, -0.2993, -0.3667, -0.8488, -0.5838,  0.4728, -0.7309,  0.6075, -0.8194, -0.5643,  0.5675,  0.1389,  0.2941,  0.3605, -0.5643, -0.6720,  0.1552,  0.6158,  0.2969, -0.2429, -1.8357, -0.4648, -1.3423, -0.0832, -0.6841,  0.2769,  0.5341, -0.4778, -0.0933,  0.0757]], device='cuda:0', requires_grad=True) tensor([ 68,  69, 199]) tensor([ 68,  69, 199]) Batch prediction time: 157.5s labels_pred_cpu SHAPE (1, 1, 68, 69, 199) labels_gt_cpu SHAPE (1, 1, 68, 69, 199)",0.4103,8.6142,1.5996,0.9506,1.4083,0.8965,3,Fold_3_Test_Set_sarcopenia
